49 43 54 36 38 26 40 40 33 53 58 34 43 32 60 22 38 44 43 52 27 39 48 46 61 34 52 54 51 60 40 40 57 57 53 65 51 64 49 36 37 63 36 28 28 36 59 61 52 45
51 41 53 35 36 27 39 40 33 55 57 34 43 30 58 23 40 43 41 50 29 38 47 47 61 34 51 53 52 58 38 38 56 58 52 65 52 63 47 34 37 63 35 27 30 37 61 60 53 47
53 43 54 36 37 26 40 39 34 53 59 32 45 32 58 24 39 43 42 48 27 36 48 49 62 32 53 53 50 56 39 38 54 59 54 64 52 61 46 32 35 62 35 27 32 39 60 62 54 48
54 41 55 34 37 27 41 39 34 54 57 30 45 32 60 26 41 43 42 49 28 34 47 49 63 33 51 51 49 56 37 36 55 60 54 65 52 63 48 31 34 61 37 26 32 38 59 61 56 50
54 41 55 36 38 27 43 41 32 52 59 32 43 30 61 25 40 43 41 47 29 36 49 49 65 35 52 53 51 54 38 38 54 62 52 63 54 64 48 32 36 59 39 25 30 40 57 61 55 50
54 42 57 37 40 26 44 40 33 52 59 30 45 29 62 26 42 44 41 45 28 35 49 49 64 36 52 52 53 53 37 40 56 64 52 62 52 63 46 32 35 60 39 24 31 42 59 63 57 50
52 41 58 36 40 26 46 42 32 52 61 32 46 31 62 26 43 43 39 43 28 37 50 50 63 35 54 52 55 51 39 40 56 64 54 61 52 63 45 33 33 59 40 25 32 42 60 64 59 52
51 40 60 35 38 25 46 42 30 54 60 31 47 33 60 24 45 41 41 42 30 35 52 48 62 36 52 52 54 50 37 38 58 62 55 63 51 61 43 35 31 59 41 24 34 41 60 63 58 54
51 40 61 36 39 23 46 41 29 56 62 33 47 34 58 25 47 40 40 44 32 36 54 47 61 34 52 50 54 52 35 38 56 62 53 63 52 62 44 37 31 58 43 25 32 39 61 62 59 52
52 42 62 37 37 23 48 39 31 57 61 34 48 32 60 26 48 40 39 45 33 34 56 47 60 33 50 50 56 52 34 37 58 61 54 62 54 60 46 36 31 59 41 27 33 37 61 60 58 50
51 42 60 36 35 21 47 37 29 58 62 35 47 32 58 26 48 38 38 43 32 35 54 49 59 33 51 51 57 50 32 36 58 63 54 62 54 60 44 34 31 60 40 28 31 36 60 59 60 51
51 42 61 37 33 23 46 37 27 59 60 36 48 33 58 26 46 39 37 42 30 36 55 51 57 32 53 49 59 51 34 36 56 62 53 60 54 59 45 36 29 58 40 26 29 34 61 58 60 50
49 42 60 36 31 21 48 37 26 59 61 35 47 33 56 26 46 39 37 41 30 35 57 50 59 34 54 50 57 51 35 35 56 62 54 62 53 61 45 36 30 57 41 28 29 33 61 59 59 51
49 40 61 38 31 19 50 39 25 57 59 34 45 35 54 27 44 41 39 40 28 34 56 52 58 35 56 50 58 51 35 35 58 61 54 63 52 63 47 35 31 55 42 29 28 31 63 60 60 53
47 40 63 39 29 19 49 37 24 55 58 33 44 37 54 28 42 42 38 38 28 32 56 54 57 36 54 49 59 52 36 35 56 63 55 64 50 63 49 34 30 56 44 31 27 31 65 62 62 51
46 38 63 37 30 20 49 36 24 54 58 34 43 39 56 29 42 43 39 36 29 34 57 54 56 34 55 47 60 54 37 37 54 62 57 66 51 61 47 32 30 58 42 30 25 31 64 61 63 51
44 39 64 38 32 19 51 38 26 56 57 34 42 39 57 28 40 45 41 35 27 36 57 55 54 34 56 49 58 52 35 38 56 64 59 66 50 59 46 34 30 57 44 28 23 31 62 60 64 50
42 37 64 37 33 21 50 37 28 57 57 33 44 40 57 29 38 46 42 36 28 38 59 53 52 35 58 49 57 50 37 37 55 63 59 67 49 57 46 33 28 55 44 28 25 30 62 58 65 52
41 36 62 36 33 19 51 35 28 57 59 31 42 41 58 31 37 48 41 37 27 37 60 55 53 33 59 49 57 51 37 36 53 65 61 68 47 57 44 31 28 53 42 27 24 29 63 60 67 51
40 37 60 37 32 20 51 36 28 56 59 33 41 43 59 32 38 49 39 38 26 36 59 57 52 32 60 47 56 51 36 38 52 65 63 70 47 57 44 30 29 55 43 25 25 31 61 62 69 50
41 36 60 37 31 19 50 35 27 57 60 34 42 45 57 34 37 50 39 36 28 38 61 55 52 32 60 49 54 51 34 38 53 64 64 71 45 58 46 28 31 56 43 23 27 33 60 64 69 48
42 34 60 36 33 21 49 34 25 58 62 36 40 45 57 34 37 49 41 35 30 39 61 57 53 31 62 50 55 52 34 36 54 63 62 70 47 56 45 28 32 55 43 21 26 34 62 63 69 48
40 35 62 38 32 23 49 34 23 57 64 36 40 43 58 33 37 51 42 33 30 37 60 59 52 31 61 51 54 52 34 34 55 64 61 72 49 55 46 26 30 57 42 19 26 33 61 64 69 49
40 36 61 39 30 24 47 36 24 59 62 34 39 42 59 32 38 50 42 35 28 38 61 57 54 30 62 53 54 51 34 35 53 65 59 74 51 54 44 28 28 59 43 18 25 32 63 66 67 51
41 37 59 40 29 23 47 36 25 61 64 35 39 41 57 30 37 52 42 37 30 36 62 58 54 32 63 55 55 53 36 35 55 65 61 74 50 55 44 30 27 58 43 20 26 32 65 64 69 49
40 39 59 42 27 22 47 38 25 63 65 33 40 43 55 28 36 53 42 38 32 36 61 57 55 31 62 57 55 55 38 35 54 64 62 76 49 55 44 28 28 59 45 21 25 31 66 63 70 49
39 38 60 44 25 21 48 39 25 65 67 32 38 43 56 30 37 53 43 39 33 37 62 57 53 30 61 59 53 55 37 35 52 63 63 74 51 55 46 26 29 61 46 21 25 30 65 62 72 49
39 40 58 42 27 21 48 39 27 67 68 33 38 44 58 29 37 53 44 39 35 37 64 56 54 31 60 58 54 56 39 36 51 63 61 73 50 54 48 27 28 60 46 19 27 32 63 62 70 48
41 38 57 44 28 20 50 39 28 66 68 33 39 45 56 27 35 51 43 41 35 39 65 54 55 29 62 58 53 54 39 35 49 64 61 71 49 52 47 25 26 60 45 18 27 34 65 63 69 47
39 40 59 45 27 19 50 41 28 66 66 35 40 44 54 25 34 53 45 40 34 38 64 54 57 31 64 59 53 53 40 33 50 66 63 69 47 51 45 23 27 58 44 20 28 36 67 61 68 48
40 40 57 46 28 18 48 43 29 67 65 34 39 44 52 27 35 55 43 42 32 37 63 55 55 31 62 61 51 51 41 32 49 64 62 69 47 50 47 21 25 57 43 21 26 38 69 60 69 50
39 42 56 44 27 19 50 43 30 65 63 32 41 46 51 27 35 55 45 44 33 36 62 54 54 31 60 63 53 49 42 33 49 63 61 68 49 51 49 22 27 59 42 20 28 39 70 61 70 48
37 42 55 43 26 20 49 42 31 64 63 33 43 44 51 29 37 53 45 44 32 35 62 53 56 29 62 65 53 51 44 35 50 62 59 67 49 52 49 22 26 61 40 21 26 37 71 62 69 46
38 41 57 42 26 18 48 41 32 65 62 34 45 44 49 30 36 53 44 43 32 37 63 51 54 31 64 63 55 49 46 35 49 61 59 69 50 53 51 21 25 60 42 19 28 39 70 64 68 44
40 41 58 40 27 16 50 39 34 64 61 34 44 45 51 29 37 53 42 42 31 38 65 49 52 30 65 63 56 48 47 34 49 60 60 71 48 54 49 19 26 58 41 19 27 39 71 64 68 44
41 42 59 39 28 17 51 38 34 62 61 34 42 46 50 31 39 55 41 40 33 39 66 50 52 31 63 65 56 46 45 34 47 59 62 70 48 53 47 21 24 59 43 19 29 38 71 63 67 45
39 44 57 38 30 16 50 40 36 61 61 35 44 44 52 29 39 55 43 38 33 39 65 52 53 32 63 65 58 48 43 36 46 61 63 68 50 54 45 20 23 61 45 20 28 39 69 65 67 44
38 43 59 39 31 18 48 42 35 62 61 33 42 42 54 27 37 56 45 38 33 41 65 53 52 31 65 67 59 50 43 35 44 62 61 69 50 56 43 18 25 59 43 18 27 38 71 64 65 43
38 44 57 37 32 18 50 41 37 60 59 32 43 41 53 29 39 57 43 37 32 42 66 55 53 33 63 66 57 48 41 35 45 60 59 71 52 58 43 18 27 58 43 20 29 40 73 63 66 44
40 43 56 39 34 16 48 39 38 61 58 30 43 39 52 31 40 55 41 37 34 43 68 57 53 35 63 67 59 46 42 35 46 62 60 71 50 60 42 17 29 56 41 22 31 39 73 62 64 45
41 45 58 40 33 18 50 39 36 63 57 31 44 41 50 32 40 55 42 39 36 43 66 56 51 35 63 65 57 46 41 33 45 61 60 72 50 59 42 18 31 56 42 23 33 41 71 62 64 46
40 46 57 39 34 18 52 37 35 65 57 29 43 39 51 34 42 54 44 38 35 43 67 54 52 37 63 63 55 48 42 35 47 59 61 70 49 61 43 19 32 58 41 21 34 43 72 60 66 48
38 45 58 37 36 20 53 38 35 66 55 29 45 41 50 36 40 55 43 39 33 45 65 54 52 35 61 65 57 48 42 36 46 57 61 68 48 61 45 17 30 60 43 20 33 44 73 62 64 48
38 47 59 37 38 18 51 39 35 68 54 28 44 39 51 35 41 53 43 41 35 45 66 55 54 36 61 64 55 46 40 36 46 55 59 68 47 61 44 17 29 58 41 21 33 46 75 63 64 49
37 49 58 36 39 19 51 39 36 70 53 27 45 38 52 33 41 53 43 43 37 45 66 53 54 34 62 62 56 44 40 36 47 53 58 69 49 60 45 18 31 60 39 22 31 47 75 62 64 49
37 49 56 35 37 17 52 40 38 69 51 25 43 36 51 35 43 51 44 44 35 44 66 51 56 36 64 60 57 44 41 38 45 53 56 69 47 61 47 17 32 61 39 22 31 46 76 64 62 51
39 47 54 37 37 16 51 42 40 67 49 27 41 35 50 36 44 52 44 46 35 42 68 50 58 34 64 62 58 44 39 37 46 52 55 67 48 61 45 18 32 61 39 24 31 46 77 63 64 52
37 49 56 35 37 14 52 41 39 65 48 27 39 35 49 35 44 54 43 48 33 44 66 51 58 34 62 60 60 42 39 39 44 53 56 65 48 63 43 20 30 62 37 26 30 45 79 61 62 50
37 47 55 35 35 13 53 39 39 67 47 28 37 37 50 35 43 55 45 46 32 44 67 53 56 34 62 59 61 40 39 37 46 54 58 65 47 61 43 21 31 64 35 27 29 47 79 60 60 49
36 48 54 36 33 15 52 39 37 69 48 28 37 35 51 35 45 57 47 46 34 42 65 51 58 35 64 57 60 41 37 38 48 52 59 66 47 59 44 21 32 66 36 26 27 47 81 59 62 49
34 49 52 38 35 17 50 39 39 69 49 28 39 36 49 35 44 56 49 48 32 40 65 51 57 34 64 59 62 41 37 36 48 51 58 65 45 57 46 20 33 68 38 24 29 46 82 60 63 48
36 48 51 40 34 19 50 39 37 70 47 29 37 37 49 33 42 54 47 47 32 42 65 53 56 32 64 61 62 43 35 34 46 49 56 64 43 57 47 19 35 70 36 24 27 47 84 61 61 48
35 47 49 38 36 20 50 37 37 69 45 28 38 37 49 32 44 56 47 46 32 44 66 51 58 33 66 60 60 43 33 34 44 50 58 62 42 57 46 21 34 70 38 22 27 47 83 62 61 46
37 45 47 39 34 21 50 39 39 67 47 29 36 35 51 33 45 54 48 45 34 43 68 51 58 33 67 62 62 41 35 34 45 51 57 61 43 56 45 20 32 70 38 22 25 49 81 62 59 47
37 45 49 37 34 20 51 38 37 67 48 28 38 34 53 32 44 53 50 47 35 42 69 52 58 35 67 63 60 39 35 32 45 50 57 62 42 55 43 22 33 69 40 21 24 48 79 62 60 46
36 43 48 35 36 19 52 39 36 65 47 27 37 33 52 31 45 55 51 46 36 40 71 50 56 33 66 63 62 38 35 33 43 50 56 64 41 57 42 24 32 69 40 22 26 47 77 62 58 47
38 43 48 34 36 17 53 37 35 64 49 25 39 33 50 32 46 53 50 48 38 42 72 51 55 31 67 61 63 38 33 35 43 52 57 66 43 56 42 22 30 67 39 21 25 49 76 60 56 47
38 42 48 33 34 17 51 37 37 66 51 23 40 32 50 30 48 53 50 48 39 43 71 52 54 32 65 63 63 39 35 34 44 53 56 65 44 54 40 23 28 68 39 19 26 50 77 62 55 45
40 43 50 33 32 16 51 36 38 65 52 21 41 30 48 28 46 55 49 47 40 42 72 52 55 34 67 64 64 37 33 32 46 53 58 67 44 54 42 23 28 70 40 20 27 48 76 64 56 45
40 42 51 34 32 15 50 36 37 67 51 20 41 28 49 27 46 57 47 48 42 44 71 50 55 33 66 65 65 37 32 33 46 55 59 67 43 53 42 21 26 68 38 22 29 50 77 64 56 43
42 42 52 36 34 17 49 34 36 65 50 20 42 30 47 25 44 55 48 50 43 42 69 51 54 33 64 63 66 35 32 35 44 53 58 65 41 53 41 20 26 69 37 24 27 52 77 65 54 45
44 42 51 37 35 18 49 33 36 67 49 20 43 29 47 26 46 56 47 50 44 44 71 53 53 31 66 62 67 37 32 34 43 55 57 66 42 53 43 21 24 71 35 23 25 52 76 64 56 46
42 40 51 38 34 17 48 33 37 68 49 19 41 30 47 27 46 56 47 50 44 42 71 55 52 29 66 63 66 38 33 35 41 53 56 67 41 54 41 19 26 72 34 21 25 53 76 63 58 45
40 39 51 38 35 19 47 31 38 69 49 17 43 28 49 29 47 55 49 50 43 40 69 55 51 27 66 62 66 39 33 35 40 52 56 65 40 52 41 18 27 73 36 23 24 53 75 63 56 46
42 37 52 40 37 21 49 32 37 71 47 17 42 27 47 29 48 53 51 52 43 39 70 56 49 26 66 64 66 40 32 36 42 53 55 67 41 51 41 19 28 73 38 23 24 55 75 63 58 47
42 38 52 41 36 20 48 34 38 73 45 18 41 26 49 27 46 55 52 52 44 40 69 55 50 27 64 66 65 39 33 34 43 55 53 66 43 50 43 20 29 71 37 22 25 56 74 63 59 45
44 36 53 42 37 20 48 36 38 75 47 16 39 26 49 29 47 56 52 52 44 39 69 53 51 25 66 68 64 37 35 34 41 53 52 65 44 48 45 20 28 70 37 20 23 56 74 63 58 45
43 37 52 44 36 22 46 36 36 77 49 14 41 28 51 31 45 57 50 50 42 38 70 52 49 26 64 67 66 36 36 34 39 55 53 63 45 50 45 20 26 71 37 21 21 57 72 62 56 45
44 36 54 46 34 22 45 37 38 77 47 12 41 28 52 31 44 56 48 49 40 37 72 53 51 26 62 69 66 37 37 35 39 55 52 62 43 49 47 19 24 69 37 20 20 59 72 64 56 46
45 35 56 45 32 23 47 39 39 76 45 12 43 30 51 30 42 58 48 48 40 39 70 54 49 25 60 70 66 36 37 33 38 53 50 61 41 47 49 18 26 71 35 21 18 59 71 64 58 45
46 35 55 43 30 21 45 40 38 76 46 11 44 32 49 31 42 57 48 46 41 40 70 52 49 26 58 72 67 34 35 33 37 52 49 62 40 47 49 17 25 71 34 23 20 59 72 64 60 46
46 35 53 44 29 23 43 39 38 77 46 13 43 30 49 33 40 55 50 47 41 42 72 51 49 24 59 73 68 32 34 32 39 54 49 62 38 45 50 15 24 72 36 21 22 57 71 66 62 44
44 33 51 45 28 24 45 39 40 75 48 14 42 28 47 32 40 57 48 47 41 41 73 52 48 23 58 73 66 33 36 32 41 56 51 61 39 47 51 16 26 70 35 19 20 59 70 68 62 45
43 32 49 45 27 26 47 37 41 74 48 15 44 28 47 33 40 59 50 46 41 41 73 54 50 22 57 73 65 33 35 34 40 56 52 59 37 45 53 16 26 72 35 21 18 58 70 70 61 47
41 32 50 47 28 27 46 38 41 75 48 16 44 29 46 35 40 58 50 44 39 41 74 54 51 24 57 73 65 34 35 35 39 56 54 60 37 45 51 15 26 70 33 23 16 56 71 70 59 45
42 30 51 48 29 29 48 36 41 73 48 18 42 30 46 36 38 60 48 45 40 40 74 56 51 26 56 73 63 33 37 35 37 56 52 62 37 43 49 16 26 71 35 22 16 56 70 68 58 45
42 29 50 49 31 31 47 35 40 74 48 17 43 31 47 35 40 62 49 45 39 40 76 57 49 28 54 73 64 34 36 36 39 54 54 63 37 42 47 16 24 69 36 20 16 57 71 68 58 45
40 27 50 48 31 33 49 34 40 72 47 17 41 33 46 35 39 63 49 45 37 41 76 57 51 30 53 73 66 34 36 36 37 52 54 63 35 44 45 17 24 70 37 19 18 59 73 66 58 44
38 29 50 48 31 33 47 35 41 70 45 17 42 35 48 35 39 63 47 44 39 42 75 55 52 29 53 74 66 32 36 36 37 52 56 62 36 45 47 19 24 70 38 17 20 57 75 66 60 46
36 29 51 50 30 32 49 37 42 68 47 18 40 37 47 33 38 62 48 42 37 41 77 55 54 28 54 73 68 34 37 35 37 54 58 64 36 44 48 17 24 69 40 18 18 55 77 64 60 45
37 27 50 48 30 30 51 39 42 67 49 19 42 36 47 33 37 60 48 44 39 43 77 57 52 30 55 73 66 34 39 34 38 52 59 66 37 44 46 15 22 70 39 20 16 53 76 66 61 44
35 25 49 46 32 32 50 41 44 67 48 20 42 34 48 31 37 58 48 43 41 45 76 58 52 29 55 73 68 35 39 36 37 52 61 66 35 45 45 15 23 71 41 19 18 52 74 65 62 46
37 23 48 44 30 32 52 43 42 69 49 21 44 33 49 32 39 56 46 42 43 44 75 57 52 27 55 73 68 37 37 38 35 53 62 64 36 44 43 15 22 71 39 19 16 52 76 63 63 48
37 24 46 43 30 34 52 45 41 71 50 20 45 34 48 32 41 55 44 44 43 46 75 57 52 27 53 75 67 36 37 36 34 54 60 65 37 42 44 17 20 69 37 20 14 50 74 64 64 47
37 23 44 43 32 33 54 45 42 72 50 19 45 35 50 30 41 56 45 46 43 47 73 56 50 26 51 73 66 38 37 36 33 56 58 63 35 43 44 19 19 69 38 19 12 49 76 64 64 49
35 23 45 42 31 34 52 46 43 73 49 20 47 35 48 28 42 54 47 44 43 45 71 54 50 24 50 71 67 39 37 36 34 57 56 61 35 42 42 20 21 67 36 20 13 51 76 65 63 47
34 23 43 42 30 32 50 45 42 73 48 20 45 33 50 27 41 55 49 43 43 47 72 54 50 24 48 70 65 40 37 38 33 57 56 60 36 40 42 22 22 65 38 20 15 51 74 67 61 46
33 22 42 42 30 30 48 45 42 74 49 21 44 35 50 28 41 56 51 41 42 45 70 55 50 24 47 72 63 39 35 40 33 55 57 62 37 42 41 22 22 65 40 21 17 51 72 68 62 47
35 23 42 44 32 31 50 44 43 76 48 21 42 35 52 26 41 58 50 41 44 45 70 57 48 24 48 74 61 39 36 41 33 56 59 62 39 44 41 21 20 64 38 19 16 50 70 68 63 49
36 23 43 43 31 33 51 45 43 74 49 22 40 35 52 25 40 58 49 40 46 46 71 59 48 22 47 76 60 40 36 39 33 57 61 63 37 45 40 19 19 64 36 21 16 52 72 70 61 49
36 22 43 41 33 33 49 45 44 76 51 24 38 37 51 27 40 58 49 40 44 45 69 57 46 21 45 77 62 39 34 41 33 55 63 62 38 47 41 21 20 64 38 22 15 54 71 70 63 51
38 20 41 41 31 35 50 44 46 78 53 22 36 36 50 29 39 57 51 38 45 46 70 55 44 22 45 75 62 39 34 42 31 53 62 62 38 45 41 22 18 66 37 20 17 54 71 68 64 50
36 20 43 41 30 33 52 43 46 78 52 22 34 34 51 27 37 57 53 37 44 46 69 55 42 23 43 74 62 40 34 43 29 55 60 62 40 43 41 22 20 66 36 19 19 55 71 68 65 51
34 21 41 40 28 32 51 42 44 77 54 20 36 33 53 25 37 56 52 37 46 46 68 56 44 25 41 74 64 40 32 41 29 54 59 63 38 42 42 23 20 64 37 20 18 53 72 69 67 52
36 21 39 42 28 31 53 41 46 76 52 21 34 32 52 27 35 55 54 37 46 46 68 56 43 24 41 75 62 41 34 40 28 56 60 62 40 41 44 23 20 66 35 18 19 51 72 68 66 50
38 21 40 43 26 30 54 42 46 77 52 23 35 30 53 26 33 55 56 36 48 48 69 56 43 26 42 75 61 42 36 42 29 55 61 63 38 39 42 21 20 65 37 16 21 49 74 69 65 49
40 19 41 44 24 31 52 43 44 78 53 22 35 30 51 27 31 54 58 38 49 49 68 55 43 26 42 74 60 41 34 43 30 57 62 63 36 37 43 23 21 65 37 14 20 49 73 67 67 49
41 19 40 42 26 32 54 43 42 76 51 24 36 30 49 29 30 52 60 38 50 47 67 54 44 24 41 76 59 42 34 45 28 56 64 61 35 36 45 23 22 64 37 15 22 49 72 67 65 51
39 19 42 41 24 34 54 41 43 78 53 22 36 31 49 31 28 50 62 38 52 49 65 56 46 24 40 76 59 41 35 45 28 56 62 62 37 35 46 21 20 66 35 16 22 47 73 68 66 52
37 19 40 42 22 32 52 39 44 77 53 20 38 30 47 33 29 51 62 40 50 47 64 56 46 24 40 78 60 40 35 47 28 57 64 63 39 33 47 20 20 64 33 14 24 48 74 66 64 52
38 19 42 40 20 31 53 40 46 79 55 20 40 30 48 31 31 49 63 42 51 46 64 58 44 25 40 77 58 42 37 48 26 56 64 65 39 34 45 18 21 66 34 14 26 46 76 66 66 53
39 19 44 38 18 29 52 42 44 77 57 18 42 32 50 33 29 50 61 42 51 47 65 57 42 26 42 79 59 43 37 47 24 57 64 66 40 35 43 20 19 65 36 12 25 44 77 68 65 53
38 20 44 37 20 27 54 44 45 75 55 17 44 31 48 35 31 48 62 42 51 47 67 55 41 28 40 81 61 42 38 47 24 56 65 65 42 34 45 20 18 66 36 10 26 42 76 69 67 55
40 19 44 36 21 26 53 42 43 75 55 17 45 29 46 33 32 50 62 41 52 46 69 56 41 26 38 80 59 41 36 49 26 56 65 63 41 32 46 21 16 65 35 10 25 40 75 71 67 57
42 18 43 37 23 28 55 41 42 74 53 15 46 29 48 33 33 49 64 43 51 47 67 57 41 28 40 82 59 39 37 49 24 55 64 63 43 33 45 22 14 65 36 8 23 41 77 69 67 57
40 20 41 38 22 29 55 42 44 73 55 13 46 31 47 32 31 49 62 45 53 46 66 58 40 26 41 80 60 37 37 51 23 55 65 65 41 35 47 23 14 65 36 9 24 41 77 69 65 58
38 22 42 38 23 31 56 43 46 75 57 14 44 32 49 34 32 51 60 44 53 48 66 60 40 26 41 81 62 37 35 52 23 53 64 63 39 37 45 22 13 64 38 7 23 40 78 70 67 59
36 24 43 36 21 33 58 41 46 74 57 12 43 30 51 32 32 50 60 46 51 48 68 59 42 27 43 83 61 36 33 50 21 52 64 64 37 36 45 21 15 62 40 6 21 38 77 68 68 57
38 24 42 36 23 32 58 40 47 72 57 10 42 29 53 31 34 50 62 47 49 46 66 60 44 29 41 82 62 36 31 49 22 50 62 63 38 37 46 19 13 63 38 4 20 39 79 68 69 57
36 25 41 37 23 33 57 41 45 70 58 10 43 31 54 31 35 51 60 46 51 48 67 61 44 31 40 81 61 37 31 51 23 52 64 64 38 37 47 18 14 64 37 6 21 40 81 69 67 58
38 23 42 36 21 32 56 43 45 68 56 8 42 29 52 30 34 49 61 45 50 49 69 60 46 29 41 80 63 35 30 50 25 50 65 66 36 37 45 16 15 64 38 6 19 42 83 69 66 57
37 24 43 38 20 34 55 43 44 69 57 7 44 31 50 28 34 51 63 44 48 48 70 59 46 27 43 82 65 33 31 51 27 48 65 66 34 38 43 17 14 65 40 4 20 41 84 69 66 56
36 26 45 36 18 35 56 43 42 71 57 7 44 31 50 29 33 49 61 42 47 48 68 60 45 25 41 81 66 31 32 53 29 49 63 65 36 40 43 19 12 67 42 6 20 42 82 71 66 54
38 25 43 34 20 37 56 45 40 73 59 8 46 31 49 29 34 49 61 40 47 46 68 60 46 25 39 79 66 32 31 51 28 51 63 66 38 40 41 21 10 67 42 5 22 41 81 69 67 53
36 26 42 35 19 36 58 43 39 72 61 8 45 33 47 28 33 50 61 39 46 47 67 59 47 24 39 80 65 31 31 50 26 52 62 65 39 42 42 23 8 69 43 5 24 41 81 68 69 54
36 26 43 35 20 37 60 42 37 70 62 8 44 35 45 30 32 50 60 37 47 46 68 58 46 26 41 78 67 29 29 51 24 51 61 66 39 42 41 25 6 68 45 4 24 43 79 67 69 52
37 28 45 37 22 39 58 44 38 71 62 6 45 36 47 32 32 51 58 37 47 44 67 59 44 28 43 78 68 27 27 51 22 51 59 67 37 42 40 23 7 69 43 4 25 41 77 69 70 54
39 28 46 35 21 39 56 42 38 70 64 8 45 37 49 31 33 49 57 36 46 44 69 57 46 30 42 78 70 26 28 53 20 50 58 69 35 40 41 23 6 68 45 2 26 43 77 70 68 52
41 28 46 34 23 39 54 41 39 69 66 10 43 38 51 29 33 51 56 36 47 43 70 56 45 30 44 80 69 26 30 54 19 52 56 68 37 41 40 22 4 68 44 1 26 43 79 71 69 52
